SUBURB,POBOX,SUBURBCODE,CITY
BEECHAM WOODS,5016,,IDUTYWA
BEESHOEK,,8423,MANCORP MINE
BEESTEKRAAL,255,,BRITS
BEFULA,2554,,STILFONTEIN
BEIRUT,,190,MABOPANE
BEIRUT,,2745,MAFIKENG
BEKKERSDAL,1782,1779,WESTONARIA
BELA-BELA,480,480,NORTHERN PROVICE
BELA-BELA EXT 1,,480,WARMBAD
BELA-BELA UIT 1,,480,WARMBAD
BELABELA,481,,-
BELFAST,1100,,-
BELFAST EXT,1100,,BELFAST
BELFAST EXT 2,1100,,BELFAST
BELFAST EXT 3,1100,,BELFAST
BELFAST UIT,1100,,BELFAST
BELFAST UIT 2,1100,,BELFAST
BELFAST UIT 3,1100,,BELFAST
BELFORT,,3201,PIETERMARITZBURG
BELGATE,4400,4399,TONGAAT
BELGRAVIA,,7530,BELLVILLE
BELGRAVIA,,5201,EAST LONDON
BELGRAVIA,2043,2094,JOHANNESBURG
BELGRAVIA,,8301,KIMBERLEY
BELGRAVIA EST,,7764,ATHLONE
BELHAR,7507,7493,CAPE TOWN
BELHAR EXT 10,,7493,BELHAR
BELHAR EXT 13,,7493,BELHAR
BELHAR EXT 14,,7493,BELHAR
BELHAR EXT 15,,7493,BELHAR
BELHAR EXT 16,,7493,BELHAR
BELHAR EXT 17,,7493,BELHAR
BELHAR EXT 18,,7493,BELHAR
BELHAR EXT 19,,7493,BELHAR
BELHAR EXT 2,,7493,BELHAR
BELHAR EXT 20,,7493,BELHAR
BELHAR EXT 21,,7493,BELHAR
BELHAR EXT 22,,7493,BELHAR
BELHAR EXT 23,,7493,BELHAR
BELHAR EXT 4,,7493,BELHAR
BELHAR EXT 40,,7493,BELHAR
BELHAR EXT 6,,7493,BELHAR
BELHAR EXT 7,,7493,BELHAR
BELHAR EXT 9,,7493,BELHAR
BELHAR UIT 10,,7493,KAAPSTAD
BELHAR UIT 13,,7493,KAAPSTAD
BELHAR UIT 14,,7493,KAAPSTAD
BELHAR UIT 15,,7493,KAAPSTAD
BELHAR UIT 16,,7493,KAAPSTAD
BELHAR UIT 17,,7493,KAAPSTAD
BELHAR UIT 18,,7493,KAAPSTAD
BELHAR UIT 19,,7493,KAAPSTAD
BELHAR UIT 2,,7493,KAAPSTAD
BELHAR UIT 20,,7493,KAAPSTAD
BELHAR UIT 21,,7493,KAAPSTAD
BELHAR UIT 22,,7493,KAAPSTAD
BELHAR UIT 23,,7493,KAAPSTAD
BELHAR UIT 4,,7493,KAAPSTAD
BELHAR UIT 40,,7493,KAAPSTAD
BELHAR UIT 6,,7493,KAAPSTAD
BELHAR UIT 7,,7493,KAAPSTAD
BELHAR UIT 9,,7493,KAAPSTAD
BELL,,5605,BISHO
BELL ROCK,5073,,ELLIOTDALE
BELLA CENTURION,7441,,MILNERTON
BELLA VISTA,6837,6835,CERES
BELLA VISTA,,7441,MILNERTON
BELLAIR,4006,4094,DURBAN
BELLAIR EST,,7530,BELLVILLE
BELLAIR LGD,,7530,BELLVILLE
BELLAIR WINELANDS ESTATE,7130,,SOMERSET WEST
BELLAVISTA EST,,2091,JOHANNESBURG
BELLAVISTA SOUTH,,2091,JOHANNESBURG
BELLAVISTA-SUID,,2091,JOHANNESBURG
BELLE GLEN,,7130,SOMERSET WEST
BELLE OMBRE,,7806,CONSTANTIA
BELLE OMBRE,142,,PRETORIA
BELLEVUE,,2198,JOHANNESBURG
BELLEVUE,,3201,PIETERMARITZBURG
BELLEVUE,,8801,UPINGTON
BELLEVUE CENTRAL,,2198,JOHANNESBURG
BELLEVUE EAST,,2198,JOHANNESBURG
BELLEVUE SENTRAAL,,2198,JOHANNESBURG
BELLEVUE-OOS,,2198,JOHANNESBURG
BELLMORE PARK,,7780,LANSDOWNE
BELLRAIL,,7530,BELLVILLE
BELLVIEW,,7655,WELLINGTON
BELLVILLE,7535,7530,CAPE TOWN
BELLVILLE BUSINESS PARK,,7530,BELLVILLE
BELLVILLE EXT 1,,7530,BELLVILLE
BELLVILLE EXT 22,,7530,BELLVILLE
BELLVILLE EXT 24,,7530,BELLVILLE
BELLVILLE EXT 28,,7530,BELLVILLE
BELLVILLE EXT 38,,7530,BELLVILLE
BELLVILLE SOUTH,,7530,BELLVILLE
BELLVILLE UIT 1,,7530,BELLVILLE
BELLVILLE UIT 22,,7530,BELLVILLE
BELLVILLE UIT 24,,7530,BELLVILLE
BELLVILLE UIT 28,,7530,BELLVILLE
BELLVILLE UIT 38,,7530,BELLVILLE
BELLVILLE-SUID,,7530,BELLVILLE
BELMONT,8720,,-
BELMONT PARK,,7570,KRAAIFONTEIN
BELTHORNE EST,,7780,LANSDOWNE
BELVEDERE,,4399,TONGAAT
BELVENIE EST,,7490,MATROOSFONTEIN
BELVENIE LGD,,7490,MATROOSFONTEIN
BEN KAMMA,,6025,PORT ELIZABETH
BENDOR PARK,699,699,PIETERSBURG
BENDOR PARK EXT 1,,699,PIETERSBURG
BENDOR PARK EXT 6,,699,PIETERSBURG
BENDOR PARK EXT 7,,699,PIETERSBURG
BENDOR PARK EXT 8,,699,PIETERSBURG
BENDOR PARK UIT 1,,699,PIETERSBURG
BENDOR PARK UIT 6,,699,PIETERSBURG
BENDOR PARK UIT 7,,699,PIETERSBURG
BENDOR PARK UIT 8,,699,PIETERSBURG
BENFARM,1220,,NELSPRUIT
BENGU,5411,,LADY FRERE
BENMORE,2010,,JOHANNESBURG
BENMORE GARDENS,,2196,JOHANNESBURG
BENMORE GARDENS EXT 1,,2196,JOHANNESBURG
BENMORE GARDENS EXT 2,,2196,JOHANNESBURG
BENMORE GARDENS EXT 3,,2196,JOHANNESBURG
BENMORE GARDENS UIT 1,,2196,JOHANNESBURG
BENMORE GARDENS UIT 2,,2196,JOHANNESBURG
BENMORE GARDENS UIT 3,,2196,JOHANNESBURG
BENNO PARK,,7580,KUILS RIVER
BENONI,1500,1501,-
BENONI EXT 10,,1501,BENONI
BENONI EXT 20,,1501,BENONI
BENONI EXT 3,,1501,BENONI
BENONI EXT 4,,1501,BENONI
BENONI EXT 7,,1501,BENONI
BENONI SMALL FARMS,1509,,BENONI
BENONI SOUTH,1502,,BENONI
BENONI UIT 10,,1501,BENONI
BENONI UIT 20,,1501,BENONI
BENONI UIT 3,,1501,BENONI
BENONI UIT 4,,1501,BENONI
BENONI UIT 7,,1501,BENONI
BENONI WEST,1503,,BENONI
BENONI-SUID,1502,,BENONI
BENONI-WES,1503,,BENONI
BENORYN,1504,,BENONI
BENROSE,2011,2094,JOHANNESBURG
BENSONVALE,9764,9764,-
BERARIO,,2195,JOHANNESBURG
BEREA,,4001,DURBAN
BEREA,,5241,EAST LONDON
BEREA,,2198,JOHANNESBURG
BEREA NORTH,,2198,JOHANNESBURG
BEREA PARK,,2,PRETORIA
BEREA ROAD,4007,,DURBAN
BEREA WEST,,3629,WESTVILLE
BEREA-NOORD,,2198,JOHANNESBURG
BEREA-WES,,3629,WESTVILLE
BEREAVILLE,7232,,CALEDON
BEREAWEG,4007,,DURBAN
BERG EN DAL,,6280,GRAAFF-REINET
BERG EN DAL,7806,,HOUT BAY
BERGBRON,1712,1709,FLORIDA
BERGBRON EXT 1,,1709,FLORIDA
BERGBRON EXT 19,,1709,FLORIDA
BERGBRON EXT 2,,1709,FLORIDA
BERGBRON EXT 3,,1709,FLORIDA
BERGBRON EXT 4,,1709,FLORIDA
BERGBRON EXT 8,,1709,FLORIDA
BERGBRON EXT 9,,1709,FLORIDA
BERGBRON UIT 1,,1709,FLORIDA
BERGBRON UIT 19,,1709,FLORIDA
BERGBRON UIT 2,,1709,FLORIDA
BERGBRON UIT 3,,1709,FLORIDA
BERGBRON UIT 4,,1709,FLORIDA
BERGBRON UIT 8,,1709,FLORIDA
BERGBRON UIT 9,,1709,FLORIDA
BERGMANSHOOGTE,9970,9970,PHILIPPOLIS
BERGNEK,707,,PIETERSBURG
BERGSHOOP,,7550,DURBANVILLE
BERGSIG,,9701,BETHLEHEM
BERGSIG,,7230,CALEDON
BERGSIG,,6660,CALITZDORP
BERGSIG,,6529,GEORGE
BERGSIG,,7460,GOODWOOD
BERGSIG,,9880,HARRISMITH
BERGSIG,1442,1441,HEIDELBERG
BERGSIG,,6120,KIRKWOOD
BERGSIG,,6720,MONTAGU
BERGSIG,,5319,QUEENSTOWN
BERGSIG,8240,,SPRINGBOK
BERGSIG,,6850,WORCESTER
BERGSIG EXT 9,1442,,HEIDELBERG
BERGSIG UIT 9,1442,,HEIDELBERG
BERGSTROOM,,7530,BELLVILLE
BERGVILLE,3350,,BERGVILLE
BERGVLEI,2012,,JOHANNESBURG
BERGVLIET,7864,7945,CAPE TOWN
BERKSHIRE DOWNS,,3610,PINETOWN
BERLIN,5660,5660,-
BERNADINO HEIGHTS,,7570,KRAAIFONTEIN
BEROMA,,7530,BELLVILLE
BERTHING TERMINAL,4139,,BLUFF
BERTIEVALE,4743,,QUEENS MERCY
BERTON PARK,,1459,BOKSBURG
BERTON PARK EXT 1,,1459,BOKSBURG
BERTON PARK UIT 1,,1459,BOKSBURG
BERTRAMS,,2094,JOHANNESBURG
BERTSHAM,2013,,JOHANNESBURG
BESTAR HOMES,1519,,DAVEYTON
BESTER,,1020,BRONKHORSTSPRUIT
BESTERS,4310,4309,INANDA
BESTERS,3371,,LADYSMITH
BETHAL,2310,2309,-
BETHAL EXT 1,,2309,BETHAL
BETHAL UIT 1,,2309,BETHAL
BETHANIE,270,,BRITS
BETHELSDORP,6003,6059,PORT ELIZABETH
BETHELSDORP EXT 10,,6059,PORT ELIZABETH
BETHELSDORP EXT 17,,6059,PORT ELIZABETH
BETHELSDORP EXT 18,,6059,PORT ELIZABETH
BETHELSDORP EXT 19,,6059,PORT ELIZABETH
BETHELSDORP EXT 20,,6059,PORT ELIZABETH
BETHELSDORP EXT 21,,6059,PORT ELIZABETH
BETHELSDORP EXT 22,,6059,PORT ELIZABETH
BETHELSDORP EXT 23,,6059,PORT ELIZABETH
BETHELSDORP EXT 24,,6059,PORT ELIZABETH
BETHELSDORP EXT 25,,6059,PORT ELIZABETH
BETHELSDORP EXT 26,,6059,PORT ELIZABETH
BETHELSDORP EXT 27,,6059,PORT ELIZABETH
BETHELSDORP EXT 28,,6059,PORT ELIZABETH
BETHELSDORP EXT 29,,6059,PORT ELIZABETH
BETHELSDORP EXT 30,,6059,PORT ELIZABETH
BETHELSDORP EXT 31,,6059,PORT ELIZABETH
BETHELSDORP EXT 32,,6059,PORT ELIZABETH
BETHELSDORP EXT 33,,6059,PORT ELIZABETH
BETHELSDORP EXT 34,,6059,PORT ELIZABETH
ELARDUSPARK UIT 9,,181,WATERKLOOF
ELCEDES,,2094,JOHANNESBURG
ELDOGLEN,171,,-
ELDOPARK,166,,PRETORIA
ELDORADO,718,,RADITSHABA
ELDORADOPARK,1813,1811,-
ELDORADOPARK EXT,,1811,ELDORADOPARK
ELDORADOPARK EXT 1,,1811,ELDORADOPARK
ELDORADOPARK EXT 10,,1811,ELDORADOPARK
ELDORADOPARK EXT 11,,1811,ELDORADOPARK
ELDORADOPARK EXT 13,,1811,ELDORADOPARK
ELDORADOPARK EXT 2,,1811,ELDORADOPARK
ELDORADOPARK EXT 3,,1811,ELDORADOPARK
ELDORADOPARK EXT 4,,1811,ELDORADOPARK
ELDORADOPARK EXT 5,,1811,ELDORADOPARK
ELDORADOPARK EXT 6,,1811,ELDORADOPARK
ELDORADOPARK EXT 7,,1811,ELDORADOPARK
ELDORADOPARK EXT 8,,1811,ELDORADOPARK
ELDORADOPARK EXT 9,,1811,ELDORADOPARK
ELDORADOPARK UIT,,1811,ELDORADOPARK
ELDORADOPARK UIT 1,,1811,ELDORADOPARK
ELDORADOPARK UIT 10,,1811,ELDORADOPARK
ELDORADOPARK UIT 11,,1811,ELDORADOPARK
ELDORADOPARK UIT 13,,1811,ELDORADOPARK
ELDORADOPARK UIT 2,,1811,ELDORADOPARK
ELDORADOPARK UIT 3,,1811,ELDORADOPARK
ELDORADOPARK UIT 4,,1811,ELDORADOPARK
ELDORADOPARK UIT 5,,1811,ELDORADOPARK
ELDORADOPARK UIT 6,,1811,ELDORADOPARK
ELDORADOPARK UIT 7,,1811,ELDORADOPARK
ELDORADOPARK UIT 8,,1811,ELDORADOPARK
ELDORADOPARK UIT 9,,1811,ELDORADOPARK
ELDORAIGNE,171,157,CENTURION
ELDORAIGNE EXT 1,,157,CENTURION
ELDORAIGNE EXT 11,,157,CENTURION
ELDORAIGNE EXT 16,,157,CENTURION
ELDORAIGNE EXT 17,,157,CENTURION
ELDORAIGNE EXT 18,,157,CENTURION
ELDORAIGNE EXT 19,,157,CENTURION
ELDORAIGNE EXT 2,,157,CENTURION
ELDORAIGNE EXT 26,,157,CENTURION
ELDORAIGNE EXT 3,,157,CENTURION
ELDORAIGNE EXT 32,,157,CENTURION
ELDORAIGNE EXT 35,,157,CENTURION
ELDORAIGNE EXT 6,,157,CENTURION
ELDORAIGNE EXT 9,,157,CENTURION
ELDORAIGNE UIT 1,,157,LYTTELTON
ELDORAIGNE UIT 11,,157,LYTTELTON
ELDORAIGNE UIT 16,,157,LYTTELTON
ELDORAIGNE UIT 17,,157,LYTTELTON
ELDORAIGNE UIT 18,,157,LYTTELTON
ELDORAIGNE UIT 19,,157,LYTTELTON
ELDORAIGNE UIT 2,,157,LYTTELTON
ELDORAIGNE UIT 26,,157,LYTTELTON
ELDORAIGNE UIT 3,,157,LYTTELTON
ELDORAIGNE UIT 32,,157,LYTTELTON
ELDORAIGNE UIT 35,,157,LYTTELTON
ELDORAIGNE UIT 6,,157,LYTTELTON
ELDORAIGNE UIT 9,,157,LYTTELTON
ELECTION PARK,1916,,VANDERBIJLPARK
ELECTRAPARK,,8301,KIMBERLEY
ELECTRIC CITY,,7100,EERSTE RIVER
ELECTRON,,2197,JOHANNESBURG
ELEPHANT PARK,6109,,ADDO
ELFINDALE EST,,7945,HEATHFIELD
ELGIN,7180,,GRABOUW
ELILIBA EXT 10,,1632,TEMBISA
ELILIBA UIT 10,,1632,TEMBISA
ELIM,7284,7284,-
ELIM,,7580,KUILS RIVER
ELIM HOSPITAAL,960,960,LOUIS TRICHARDT
ELIM HOSPITAL,960,960,LOUIS TRICHARDT
ELITE,9869,,PHUTHADITJHABA
ELITHA,,5100,UMTATA
ELITHA PARK,,7784,KHAYELITSHA
ELLADOONE,,2197,JOHANNESBURG
ELLATON,,2571,KLERKSDORP
ELLATON EXT,,2571,KLERKSDORP
ELLATON UIT,,2571,KLERKSDORP
ELLIOT,5460,5460,-
ELLIOTDALE,5070,5070,-
ELLIS PARK,,4051,DURBAN NORTH
ELLIS PARK,,2094,JOHANNESBURG
ELLISRAS,555,555,-
ELMA PARK,,1609,EDENVALE
ELMESTON,532,,ELLISRAS
ELNOR EST,,7490,MATROOSFONTEIN
ELOFF,2211,,DELMAS
ELOFFSDAL,,84,MOOT
ELONWABENI,7791,,KHAYELITSHA
ELRICHT EST,,7646,PAARL
ELSBURG,1407,1428,GERMISTON
ELSBURG EXT 1,,1428,GERMISTON
ELSBURG UIT 1,,1428,GERMISTON
ELSENBURG,7607,,STELLENBOSCH
ELSIES BAY,,7975,SIMON'S TOWN
ELSIES RIVER,7480,7490,MATROOSFONTEIN
ELSIESBAAI,,7975,SIMONSTAD
ELSIESHOF,,2094,JOHANNESBURG
ELSIESRIVIER,7480,7490,MATROOSFONTEIN
ELSPARK,1418,1428,GERMISTON
ELSPARK EXT 1,,1428,GERMISTON
ELSPARK EXT 2,,1428,GERMISTON
ELSPARK EXT 3,,1428,GERMISTON
ELSPARK EXT 4,,1428,GERMISTON
ELSPARK UIT 1,,1428,GERMISTON
ELSPARK UIT 2,,1428,GERMISTON
ELSPARK UIT 3,,1428,GERMISTON
ELSPARK UIT 4,,1428,GERMISTON
ELTI VILLAS,922,920,LOUIS TRICHARDT
ELTI VILLAS EXT 1,920,,-
ELTI VILLAS UIT 1,920,,-
ELTONHILL,,2196,JOHANNESBURG
ELTONHILL EXT 2,,2196,JOHANNESBURG
ELTONHILL EXT 3,,2196,JOHANNESBURG
ELTONHILL UIT 2,,2196,JOHANNESBURG
ELTONHILL UIT 3,,2196,JOHANNESBURG
ELTORO PARK,,8301,KIMBERLEY
ELUGELWENI,4735,,MOUNT AYLIFF
ELUKWATINI,1192,,BELFAST
ELUNDINI,,6200,PORT ELIZABETH
ELWYN PARK,,7764,LANSDOWNE
ELYSIUM,4185,,IFAFA BEACH
EMABHELENI,5100,,UMTATA
EMABONDVWENI,1337,,SHONGWE MISSION
EMACHOBENI,4310,4309,INANDA
EMAFUSINI,3080,,DANNHAUSER
EMAGABENI,4189,,-
EMAKULENI,1519,,DAVEYTON
EMAKWEZENI,3880,,EMPANGENI
EMALAHLENI,1039,1039,WITBANK
EMANTLANENI,4828,,LUSIKISIKI
EMANYISENI,3977,,INGWAVUMA
EMAPULAZINI,4310,4309,INANDA
EMAZABEKWENI,3306,,HIGHFLATS
EMBALENHLE,2285,2285,EVANDER
EMBALENHLE EXT 1,2285,2285,-
EMBALENHLE EXT 10,2285,2285,-
EMBALENHLE EXT 11,2285,2285,-
EMBALENHLE EXT 12,2285,2285,-
EMBALENHLE EXT 13,2285,2285,-
EMBALENHLE EXT 14,2285,2285,-
EMBALENHLE EXT 15,2285,2285,-
EMBALENHLE EXT 16,2285,2285,-
EMBALENHLE EXT 17,2285,2285,-
EMBALENHLE EXT 18,2285,2285,-
EMBALENHLE EXT 19,2285,2285,-
EMBALENHLE EXT 2,2285,2285,-
EMBALENHLE EXT 3,2285,2285,-
EMBALENHLE EXT 4,2285,2285,-
EMBALENHLE EXT 7,2285,2285,-
EMBALENHLE EXT 8,2285,2285,-
EMBALENHLE EXT 9,2285,2285,-
EMBALENHLE UIT 1,2285,2285,-
EMBALENHLE UIT 10,2285,2285,-
EMBALENHLE UIT 11,2285,2285,-
EMBALENHLE UIT 12,2285,2285,-
EMBALENHLE UIT 13,2285,2285,-
EMBALENHLE UIT 14,2285,2285,-
EMBALENHLE UIT 15,2285,2285,-
EMBALENHLE UIT 16,2285,2285,-
EMBALENHLE UIT 17,2285,2285,-
EMBALENHLE UIT 18,2285,2285,-
EMBALENHLE UIT 19,2285,2285,-
EMBALENHLE UIT 2,2285,2285,-
EMBALENHLE UIT 3,2285,2285,-
EMBALENHLE UIT 4,2285,2285,-
EMBALENHLE UIT 7,2285,2285,-
EMBALENHLE UIT 8,2285,2285,-
EMBALENHLE UIT 9,2285,2285,-
EMBALI,2513,2513,CARLETONVILLE
EMBERTON,,3610,GILLITTS
EMBLEM,5090,,MOUNT FRERE
EMBONISWENI,1252,,KABOKWENI
EMBUYENI,4342,,NDWEDWE
EMDENI,,1874,NALEDI
EMDENI EXT,,1874,NALEDI
EMDENI EXT 1,,1874,NALEDI
EMDENI EXT 2,,1874,NALEDI
EMDENI EXT 3,,1874,NALEDI
EMDENI EXT 4,,1874,NALEDI
EMDENI NORTH,,1874,NALEDI
EMDENI SOUTH,,1874,NALEDI
EMDENI UIT,,1874,NALEDI
EMDENI UIT 1,,1874,NALEDI
EMDENI UIT 2,,1874,NALEDI
EMDENI UIT 3,,1874,NALEDI
EMDENI UIT 4,,1874,NALEDI
EMDENI-NOORD,,1874,NALEDI
EMDENI-SUID,,1874,NALEDI
EMDUMEZULU,4105,,UMBUMBULU
EMERALD HILL,6011,6070,PORT ELIZABETH
EMFIHLWENI,,1632,TEMBISA
EMFUNDWENI,3080,,DANNHAUSER
EMGULATSHANI,2389,,PIET RETIEF
EMJINDINI,1309,,BARBERTON
EMLANJENI,363,,THABAZIMBI
EMMARENTIA,2029,2195,-
EMMARENTIA EXT,,2195,JOHANNESBURG
EMMARENTIA UIT,,2195,JOHANNESBURG
EMMAUS,3343,,-
EMONA,,4399,TONGAAT
EMONDLO,3105,,VRYHEID
EMOYENI,3805,,-
EMOYENI,3350,,BERGVILLE
EMOYENI,4275,,MARGATE
EMOYENI,2952,,OSIZWENI
EMPANGELA,,3880,EMPANGENI
EMPANGENI,3880,,-
EMPANGENI STASIE,3910,,EMPANGENI
EMPANGENI STATION,3910,,EMPANGENI
EMPUMALANGA,458,,MARBLE HALL
EMPUMENI,3885,,-
EMPUNGA,3286,,KRANSKOP
EMPUNGENI,4450,4449,STANGER
EMTHEMBENI,4340,4339,VERULAM
EMZINONI EXT 1,,2311,BETHAL
EMZINONI EXT 2,,2311,BETHAL
EMZINONI EXT 3,,2311,BETHAL
EMZINONI EXT 4,2312,,BETHAL
EMZINONI EXT 5,2312,,BETHAL
EMZINONI EXT 6,2312,,BETHAL
EMZINONI UIT 1,,2311,BETHAL
EMZINONI UIT 2,,2311,BETHAL
EMZINONI UIT 3,,2311,BETHAL
EMZINONI UIT 4,2312,,BETHAL
EMZINONI UIT 5,2312,,BETHAL
EMZINONI UIT 6,2312,,BETHAL
ENDICOTT,1574,,SPRINGS
ENDLOVINI,3867,,MTUNZINI
ENGCOBO,5050,,-
ENGONYAMENI,4031,,ISIPINGO
ENGONYAMENI,3867,,MTUNZINI
ENHLALAKAHLE,3250,,GREYTOWN
ENHLANZENI,3700,,HAMMARSDALE
ENJABULWENI,2959,,-
ENKA NINI,1519,,DAVEYTON
ENKANYEZI,3360,,COLENSO
ENKELBULT,556,,ELLISRAS
ENKULEKWENI,3302,,HOWICK
ENNERDALE,1826,1830,-
ENNERDALE EXT 1,,1830,ENNERDALE
ENNERDALE EXT 10,,1830,ENNERDALE
ENNERDALE EXT 11,,1830,ENNERDALE
ENNERDALE EXT 12,,1830,ENNERDALE
ENNERDALE EXT 13,,1830,ENNERDALE
ENNERDALE EXT 14,,1830,ENNERDALE
ENNERDALE EXT 2,,1830,ENNERDALE
ENNERDALE EXT 24,,1830,ENNERDALE
ENNERDALE EXT 3,,1830,ENNERDALE
ENNERDALE EXT 30,,1830,ENNERDALE
ENNERDALE EXT 5,,1830,ENNERDALE
ENNERDALE EXT 6,,1830,ENNERDALE
ENNERDALE EXT 7,,1830,ENNERDALE
ENNERDALE EXT 8,,1830,ENNERDALE
ENNERDALE EXT 9,,1830,ENNERDALE
ENNERDALE UIT 1,,1830,ENNERDALE
ENNERDALE UIT 10,,1830,ENNERDALE
ENNERDALE UIT 11,,1830,ENNERDALE
ENNERDALE UIT 12,,1830,ENNERDALE
ENNERDALE UIT 13,,1830,ENNERDALE
ENNERDALE UIT 14,,1830,ENNERDALE
ENNERDALE UIT 2,,1830,ENNERDALE
ENNERDALE UIT 24,,1830,ENNERDALE
ENNERDALE UIT 3,,1830,ENNERDALE
ENNERDALE UIT 30,,1830,ENNERDALE
ENNERDALE UIT 5,,1830,ENNERDALE
ENNERDALE UIT 6,,1830,ENNERDALE
ENNERDALE UIT 7,,1830,ENNERDALE
ENNERDALE UIT 8,,1830,ENNERDALE
ENNERDALE UIT 9,,1830,ENNERDALE
ENON,6125,,KIRKWOOD
ENQOLENI,3880,,EMPANGENI
ENSELSRUST,2778,,VYRBURG
ENSIZWAKAZI,,3610,PINETOWN
ENTABENI,307,,RUSTENBURG
ENTINYANE,4031,,UMLAZI
ENTSHONALANGA EXT,,1632,TEMBISA
ENTSHONALANGA UIT,,1632,TEMBISA
ENTSHONGWE,3989,,JOZINI
ENTUMBANE,2388,,PIET RETIEF
ENVIS,4804,,BIZANA
ENYOKENI,3905,,-
EPLANGWENI,4470,,MAPUMULO
EPPINDUST,7475,7460,GOODWOOD
EPPING FOREST,,7490,MATROOSFONTEIN
EPPING GARDEN VILLAGE,,7460,GOODWOOD
EPPING INDUSTRIAL,,7460,GOODWOOD
EPPING INDUSTRIE,,7460,GOODWOOD
EPSOM DOWNS,2152,,JOHANNESBURG
EPWORTH,,3201,PIETERMARITZBURG
EQEBE,5460,,ELLIOT
EQUTHUBENI,5050,,ENGCOBO
EQWABE,5435,,DORDRECHT
ERASMIA,23,183,PRETORIA
ERASMUS,,1020,BRONKHORSTSPRUIT
ERASMUS VILLAGE,200,,ROSSLYN
ERASMUSKLOOF,48,,PRETORIA
ERASMUSKLOOF EXT 2,48,,PRETORIA
ERASMUSKLOOF EXT 3,153,,PRETORIA
ERASMUSKLOOF EXT 4,48,,PRETORIA
ERASMUSKLOOF UIT 2,48,,PRETORIA
ERASMUSKLOOF UIT 3,153,,PRETORIA
ERASMUSKLOOF UIT 4,48,,PRETORIA
ERASMUSRAND,165,181,PRETORIA
ERASMUSRAND EXT 4,,181,WATERKLOOF
ERASMUSRAND UIT 4,,181,WATERKLOOF
ERIC DODD,,6229,UITENHAGE
ERIC LOUWBURG,,6970,BEAUFORT WEST
ERIJAVILLE,,7140,STRAND
ERINVALE,7130,,SOMERSET WEST
ERMELO,2350,2351,-
ERMELO EXT 1,,2351,ERMELO
ERMELO EXT 14,,2351,ERMELO
ERMELO EXT 2,,2351,ERMELO
ERMELO EXT 4,,2351,ERMELO
ERMELO EXT 6,,2351,ERMELO
ERMELO UIT 1,,2351,ERMELO
ERMELO UIT 14,,2351,ERMELO
ERMELO UIT 2,,2351,ERMELO
ERMELO UIT 4,,2351,ERMELO
ERNESTVILLE,,8301,KIMBERLEY
ESCOMBE,,4093,QUEENSBURGH
ESCOMBE STREET,4240,4240,PORT SHEPSTONE
ESDABROOK,5100,,UMTATA
ESHOWE,3815,3815,-
ESIBONGILE,3000,,DUNDEE
ESIDONINI,4310,,INANDA
ESIDUMBINI,4403,,TONGAAT
ESIDUNJINI,3242,,OZWATINI
ESIFUSHANE,3291,,MERRIVALE
ESIGODINI,3217,,EDENDALE
ESIKHAWINI,3887,3887,ESIKHAWINI
ESIKHAWINI J1,3887,3887,ESIKHAWINI
ESIKHOBENI,5376,,COFIMVABA
ESIMFAKANENI,,5100,UMTATA
ESITEZI,3233,,WARTBURG
ESIZAMELENI,2480,,WAKKERSTROOM
ESPERANZA VILLAGE,4200,,UMZINTO
ESPLANADE,,4001,DURBAN
ESPLANADE,,5201,EAST LONDON
ESSELEN PARK,,6850,WORCESTER
ESSELENPARK,1626,,KEMPTON PARK
ESSENWOOD,,4001,DURBAN
ESSENWOOD,3900,,RICHARDS BAY
ESSEXVALE,,6070,PORT ELIZABETH
ESSEXWOLD,,2007,JOHANNESBURG
ESSOPVILLE,,6970,BEAUFORT WEST
ESTADEAL,6012,,PORT ELIZABETH
ESTCOURT,3310,3310,ESTCOURT
ESTERA,,1428,GERMISTON
ESTERPARK,,1619,KEMPTON PARK
ESTERPARK EXT 1,,1619,KEMPTON PARK
ESTERPARK EXT 9,,1619,KEMPTON PARK
ESTERPARK UIT 1,,1619,KEMPTON PARK
ESTERPARK UIT 9,,1619,KEMPTON PARK
ESTON,3740,,-
ETAFULENI,,4309,INANDA
ETAFULENI,3200,,PIETERMARITZBURG
ETETE,4431,,-
ETHANDOKUKHANYA,2380,,PIET RETIEF
ETHEMBENI,,8940,PRIESKA
ETHOLENI,2920,,WASBANK
ETHWATHWA,1519,,-
ETHWATHWA EXT 16,1519,,-
ETHWATHWA EXT 3,1519,,-
ETHWATHWA UIT 16,1519,,-
ETHWATHWA UIT 3,1519,,-
ETHWATHWA WEST EXT 2,1519,,ETHWATHWA WEST UIT 2
EUREKA,,9701,BETHLEHEM
EUREKA,,9744,BURGERSDORP
EUREKA,,9430,VIRGINIA
EUREKA EST,,7490,ELSIES RIVER
EUREKA LGD,,7490,ELSIESRIVIER
EUREKAVILLE,,5950,NOUPOORT
EVANDER,2280,2280,-
EVANS PARK,,2091,JOHANNESBURG
EVANSDALE,5050,,ENGCOBO
EVATON,,1984,MAFATSANA
EVATON EXT 1,,1984,MAFATSANA
EVATON EXT 3,,1984,MAFATSANA
EVATON EXT 6,,1984,MAFATSANA
EVATON EXT 7,,1984,MAFATSANA
EVATON NORTH,1980,,RESIDENSIA
EVATON UIT 1,,1984,MAFATSANA
EVATON UIT 3,,1984,MAFATSANA
